Name,Screen,Main Camera,Selfie Camera,Rom,Ram,Pin,Price
Xiaomi Mi 9 SE 128 Gb Ram 6 Gb," 5,97 inches , Super AMOLED","48 MP, f/1.8, 1/2"", 0.8µm, PDAF 13 MP, f/2.4, (ultrawide), 1.12µm 8 MP, f/2.4, (telephoto), 1.12µm, PDAF",20 MP, 128 GB, 6 GB,Pin: Non-removable Li-Ion 3070 mAh battery,5.890.000 Đ
Xiaomi Mi Play 64Gb Ram 6Gb," 5,84 inch Full HD",Dual 12 MP + 2 MP,8MP, 64 GB, 6GB,Pin: 3000 mAh,3.990.000 Đ
Xiaomi Mi 10 Pro RAM 8GB / 256GB," 6.67 inches, 109.2 cm2 (~89.8% screen-to-body ratio)","108 MP, f/1.7, (wide), 1/1.33"", 0.8µm, PDAF, OIS 13 MP, f/2.4, 12mm (ultrawide) 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)","20 MP, f/2.0, (wide), 1/3"", 0.9µm", 256 GB, 8GB,Pin: Non-removable Li-Po 4500 mAh battery Charging Fast battery charging 50W Power Delivery 3.0 Fast wireless charging 30W Power bank/Reverse wireless charging 5W,16.890.000 Đ
Xiaomi Mi 10 RAM 8GB / 128 GB," 6.67 inches, 109.2 cm2 (~89.8% screen-to-body ratio)","108 MP, f/1.7, (wide), 1/1.33"", 0.8µm, PDAF, OIS 13 MP, f/2.4, 12mm (ultrawide) 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)","20 MP, f/2.0, (wide), 1/3"", 0.9µm", 128 GB, 8GB,Pin: Non-removable Li-Po 4780 mAh battery Charging Fast battery charging 30W Power Delivery 3.0 Fast wireless charging 30W Power bank/Reverse wireless charging 10W,12.890.000 Đ
Xiaomi Redmi 7 Chính Hãng DGW Ram 3GB / 32GB," 6,26 inches IPS LCD",Dual 12 MP + 2 MP,8 MP, 32 GB, 3 GB,Pin: Non-removable Li-Po 4000 mAh battery,2.790.000 Đ
Xiaomi Mi 9 128 Gb Ram 8 Gb," 6,4 inches, Super AMOLED","Tripple 48 MP, f/1.8, 1/2"", 0.8µm, PDAF 12 MP, PDAF",24 MP, 128 GB, 8GB,Pin: Non-removable Li-Po 3300 mAh battery,7.990.000 Đ
Xiaomi Mi 9 128 Gb Ram 6 Gb," 6,4 inches, Super AMOLED","Tripple 48 MP, f/1.8, 1/2"", 0.8µm, PDAF 12 MP, PDAF",24 MP, 128 GB, 6 GB,Pin: Non-removable Li-Po 3300 mAh battery,8.990.000 Đ
Xiaomi Mi Max 3 Ram 4GB / 64GB," IPS LCD , 6.9 inches",Dual 12 MP + 5 MP,8.0 MP, 64 GB, 4 GB,Pin: Non-removable Li-Ion 5500 mAh battery,3.790.000 Đ
Xiaomi Mi 9 64 Gb Ram 6 Gb," 6,4 inches, Super AMOLED","Tripple 48 MP, f/1.8, 1/2"", 0.8µm, PDAF 12 MP, PDAF",24 MP, 64 GB, 6 GB,Pin: Non-removable Li-Po 3300 mAh battery,7.990.000 Đ
Xiaomi Mi 9 Chính Hãng DGW 128 Gb Ram 6 Gb," 6,4 inches, Super AMOLED","Tripple 48 MP, f/1.8, 1/2"", 0.8µm, PDAF 12 MP, PDAF",24 MP, 128 GB, 6 GB,Pin: Non-removable Li-Po 3300 mAh battery,11.090.000 Đ
Xiaomi Mi 9 SE Chính Hãng DGW 128 Gb Ram 6 Gb," 5,97 inches , Super AMOLED","48 MP, f/1.8, 1/2"", 0.8µm, PDAF 13 MP, f/2.4, (ultrawide), 1.12µm 8 MP, f/2.4, (telephoto), 1.12µm, PDAF",20 MP, 128 GB, 6 GB,Pin: Non-removable Li-Ion 3070 mAh battery,7.590.000 Đ
Realme X50 5G 8GB/128GB Chính Hãng, 1080 x 2400 pixel,"Chính 64MP & Phụ 12MP, 8MP, 2MP","16 MP, f/2.0", 128GB/256GB, 12GB,Pin: Li-Po 4200mAh,9.900.000 Đ
OPPO F15 8GB/128GB chính hãng," AMOLED, 6.4"", Full HD+","Chính 48MP & Phụ 8MP, 2MP, 2MP",16MP, 128GB, 8GB,Pin: Li-Po 4025 mAh,6.490.000 Đ
Xiaomi Redmi K30 (4G) 8GB / 128GB, ,64MP f1.8 (main) 13MP f2.4(wide) 8MP f/2.4 (telephoto) 2MP,Dual 20 MP + 2 MP, 128 GB, 8 GB,Pin: 4500mAh,5.390.000 Đ
OPPO A1K Chính Hãng," IPS LCD, 6.1"", HD+",8.0 MP,5.0 MP, 32 GB, 2 GB,Pin: 4000 mAh,2.540.000 Đ
Xiaomi Redmi K30 (5G) 8GB / 256GB, ,64MP + 8MP + 2MP +5MP,Dual 20 MP + 2 MP, 256 GB, 8GB,Pin: 4500mAh,8.190.000 Đ
iPhone 7 Plus 128GB Trôi Bảo Hành Trần," IPS LCD, 5.5"", Full HD",12 MP,7.0 MP, 128 GB, 3 GB,Pin: Li-Ion 2900 mAh,11.390.000 Đ
Xiaomi Redmi K30 (4G) 8GB / 256GB, ,64MP f1.8 (main) 13MP f2.4(wide) 8MP f/2.4 (telephoto) 2MP,Dual 20 MP + 2 MP, 256 GB, 8 GB,Pin: 4500mAh,6.590.000 Đ
Xiaomi Redmi K30 (4G) 6GB / 128GB, ,64MP f1.8 (main) 13MP f2.4(wide) 8MP f/2.4 (telephoto) 2MP,Dual 20 MP + 2 MP, 128 GB, 6 GB,Pin: 4500mAh,5.090.000 Đ
Vivo Y19 6GB/128GB Chính Hãng," IPS LCD 6.53 inch, 1080 x 2340 pixels","Chính 16 MP & Phụ 8 MP, 2 MP",16 MP, 128 GB, 6 GB,Pin: Fast battery charging 18W,4.590.000 Đ
Xiaomi Redmi Note 8T," 6,3 inch, 97,4 cm 2",Quad : 48 + 8 + 2 + 2 ( MP ),"13 MP, f/2.0", 32 GB, 3 GB,Pin: ,4.490.000 Đ
LG G7 ThinQ Cũ Nguyên Bản," IPS LCD 6.1 inches , Quad HD+ (2K+)",Dual 16 MP,8 MP, 64 GB, 4 GB,Pin: Non-removable Li-Po 3000 mAh battery,5.390.000 Đ
OPPO K5 6GB/128GB Chính Hãng," Super AMOLED 6,4 inch, 1080 x 2340 pixels","Cảm biến chính 64MP & cảm biến phụ 8MP, 2MP, 2MP","32 MP, f/2.0"," 128/microSD, up to 256 GB", 6 GB,Pin: Fast battery charging 30W: 67% in 30 min (VOOC Flash Charge 4.0),6.590.000 Đ
Oppo A11 4GB/64GB Chính Hãng," IPS LCD, 6.5 inch, 720 x 1600 pixels","Chính 12MP & phụ 8MP, 2MP, 2MP",8 MP, 64 GB, 4 GB,Pin: Battery charging 10W,5.690.000 Đ
Xiaomi Redmi 6A 32Gb Ram 2Gb Chính Hãng DGW," IPS LCD , 5,45"" HD",13 MP,5 MP, 32 GB, 2 GB,Pin: Li-Ion 3000 mAh,2.090.000 Đ
Xiaomi Mi 8 Pro 128 Gb Ram 8 Gb Chính hãng DGW," 6,21 inches , 1080 x 2248 pixels","12 MP, f/1.8, 1/2.55"", 1.4µm, 4-axis OIS, dual pixel PDAF 12 MP, f/2.4, 1/3.4"", 1.0µm, AF, 2x optical zoom","20 MP, f/2.0, 0.9µm", 128 GB, 8 GB,Pin: Non-removable Li-Po 3000 mAh battery,12.290.000 Đ
Samsung Galaxy Note 9 128Gb Chính Hãng," Super AMOLED, 6.4 inches","Dual : 12 MP, f/1.5-2.4, 26mm, 1/2.55"", 1.4µm, dual pixel PDAF, OIS 12 MP, f/2.4, 52mm, 1/3.6"", 1µm, AF, OIS, 2x optical zoom","8 MP, f/1.7, 25mm, 1/3.6"", 1.22µm, AF", 128 GB, 6 GB,Pin: 4000 mAh,15.990.000 Đ
Samsung Galaxy S9 Chính Hãng Likenew," Super AMOLED, 5.8"", Quad HD (2K)",12 MP,8.0 MP, 64 GB, 4 GB,Pin: Li-Ion 3000 mAh,8.590.000 Đ
Samsung Galaxy S9 Plus 6Gb/64Gb Chính Hãng Likenew," Super AMOLED, 6.2"", Quad HD (2K)",12 MP,8.0 MP, 64 GB, 6 GB,Pin: Li-Ion 3500 mAh,10.990.000 Đ
Samsung Galaxy A8 Star Chính Hãng Hàng Trưng Bày," 6.3 inches, 100.7 cm2","Dual: 24 MP, f/1.7 16 MP, f/1.7, PDAF","24 MP, f/2.0", 64 GB, 4 GB,Pin: ,5.990.000 Đ
Samsung Galaxy Note 8 chính hãng," Super AMOLED, 6.3"", Quad HD (2K)",Dual 12 MP,8.0 MP, 64 GB, 6 GB,Pin: Li-Ion 3300 mAh,9.990.000 Đ
BlackBerry Classic Q20 cũ," IPS LCD, 3.5"", HD",8.0 MP,2.0 MP, 16 GB, 2 GB,Pin: Li-Ion 2515 mAh,1.690.000 Đ
Samsung Galaxy S9 Plus Hồng Kông Mới 100% Đổi Bảo Hành," Super AMOLED, 6.2"", Quad HD (2K)",12 MP,8.0 MP, 64 GB, 6 GB,Pin: Li-Ion 3500 mAh,7.190.000 Đ
Samsung Galaxy Note 8 Mỹ Mới," Super AMOLED, 6.3"", Quad HD (2K)",Dual 12 MP,8.0 MP, 64 GB, 6 GB,Pin: Li-on 3300 mAh,7.690.000 Đ
Xiaomi Mi Mix 3 Xanh Tử Cấm Thành, 6.5 inches IPS LCD,Dual 12MP + 12MP,Dual 24MP + 2MP, 128 GB, 10GB,Pin: Li-Ion 3200 mAh,14.590.000 Đ
Xiaomi Mi Mix 3 - 256 Gb Ram 8 Gb, 6.5 inches IPS LCD,Dual 12MP + 12MP,Dual 24MP + 2MP, 256 GB, 8GB,Pin: Li-Ion 3200 mAh,12.790.000 Đ
Nokia 3.2 Chính Hãng Ram 3/32GB," IPS LCD, 6.2"", HD+",13 MP,5 MP, 32 GB, 3 GB,Pin: 4000 mAh,3.990.000 Đ
Nokia 3.2 Chính Hãng Ram 2GB/16GB," IPS LCD, 6.2"", HD+",13 MP,5 MP, 32 GB, 3 GB,Pin: 4000 mAh,2.990.000 Đ
Nokia 6.1 Plus - Hàng Chính Hãng," IPS LCD , 5.8 inches",Dual 16 MP + 5 MP,16 MP, 64 GB, 4 GB,Pin: Non-removable Li-Ion 3060 mAh battery,4.390.000 Đ
Nokia 5.1 Plus (Nokia X5) - Hàng Chính hãng," 5.86 inches , HD+",Dual 13 MP + 5MP,8 MP, 32 GB, 3 GB,Pin: Non-removable Li-Ion 3060 mAh battery,3.490.000 Đ
Nokia X6 64GB Ram 6GB," IPS LCD , 5.8 inches",Dual 16 MP + 5 MP,16 MP, 64 GB, 6 GB,Pin: Non-removable Li-Ion 3060 mAh battery,4.290.000 Đ
Nokia X7 ( Nokia 7.1 ) 128Gb Ram 6GB," IPS LCD capacitive touchscreen, 6.18 inches",Dual 12MP + 13MP,20 MP, 128 GB, 6 GB,Pin: Li-Ion 3500 mAh,7.890.000 Đ
Samsung Galaxy S8 Plus 6Gb/128Gb cũ 99% Hàn Quốc," Super AMOLED, 6.2"", Quad HD (2K)",Dual 12 MP,8.0 MP, 128 GB, 6GB,Pin: 3500 mAh,6.390.000 Đ
Samsung Galaxy A7 2018 64Gb Chính Hãng," 6.0 inches, 91.4 cm2","Triple: 24 MP, f/1.7, PDAF 8 MP, f/2.4, 13mm (ultrawide) 5 MP, f/2.2, depth sensor","24 MP, f/2.0", 64 GB, 4 GB,Pin: Li-Ion 3300 mAh,5.190.000 Đ
Samsung Galaxy S9 chính hãng," Super AMOLED, 5.8"", Quad HD (2K)",12 MP,8.0 MP, 128/256/64 GB, 4 GB,Pin: Li-Ion 3000 mAh,12.490.000 Đ
Samsung Galaxy S9 Plus chính hãng," Super AMOLED, 6.2"", Quad HD (2K)",12 MP,8.0 MP, 64 GB, 6 GB,Pin: Li-Ion 3500 mAh,12.990.000 Đ
Samsung Galaxy S9 Plus 128GB chính hãng," Super AMOLED, 6.2"", Quad HD (2K)",12 MP,8.0 MP, 128/256/64 GB, 6 GB,Pin: Li-Ion 3500 mAh,22.890.000 Đ
Samsung Galaxy S7 Edge cũ 99% Hàn Quốc," Super AMOLED, 5.5"", Quad HD (2K)",12 MP,5.0 MP, 128/32/64 GB, 4 GB,Pin: Li-Ion 3600 mAh,6.390.000 Đ
Blackberry KEYone Cũ," IPS LCD, 4.5"", Full HD",12 MP,8.0 MP, 32 GB, 3 GB,Pin: Li-Ion 3505 mAh,3.690.000 Đ
Blackberry Priv Cũ Likenew," AMOLED, 5.4"", Quad HD (2K)",18 MP,2.0 MP, 32 GB, 3 GB,Pin: Li-Ion 3410 mAh,3.790.000 Đ
Blackberry Bold 9900 Likenew," TFT, 2.6"", HVGA",5.0 MP,Không, 8 GB, 768 MB,Pin: Li-Ion 1230 mAh,990.000 Đ
Nokia X7 ( Nokia 7.1 ) 64Gb Ram 4GB Nhập khẩu," IPS LCD capacitive touchscreen, 6.18 inches",Dual 12MP + 13MP,20 MP, 64 GB, 4 GB,"Pin: Li-Ion 3500 mAh, Hỗ trợ sạc nhanh",5.890.000 Đ
Samsung Galaxy J4 Core Chính Hãng," 6.0 inches, 91.4 cm2","8 MP, f/2.2, AF","5 MP, f/2.2", 16 GB, 1 GB,Pin: Li-Ion 3300 mAh,2.390.000 Đ
Samsung Galaxy J2 Core Chính Hãng," 5.0 inches, 68.9 cm2","8 MP, AF, f/2.2","5 MP, f/2.2", 8 GB, 1 GB,Pin: Li-Ion 2600 mAh,1.990.000 Đ
Samsung Galaxy Note 8 256Gb Cũ 99% Hàn Quốc," Super AMOLED, 6.3"", Quad HD (2K)",Dual 12 MP,8.0 MP, 256 GB, 6 GB,Pin: Li-on 3300 mAh,6.790.000 Đ
Samsung Galaxy Note 9 512Gb Chính Hãng," Super AMOLED, 6.4 inches","Dual : 12 MP, f/1.5-2.4, 26mm, 1/2.55"", 1.4µm, dual pixel PDAF, OIS 12 MP, f/2.4, 52mm, 1/3.6"", 1µm, AF, OIS, 2x optical zoom","8 MP, f/1.7, 25mm, 1/3.6"", 1.22µm, AF", 512 GB, 8GB,Pin: 4000 mAh,12.350.000 Đ
Xiaomi Redmi Note 5 Pro 64GB Ram 6GB," 5.99 inches, 92.6 cm2",Dual 12 MP + 5 MP,13 MP, 64 GB, 6 GB,Pin: Li-Po 4000 mAh,4.390.000 Đ
Xiaomi Mi 8 SE 128GB Ram 6GB," 5.88 inches, 87.6 cm2 (~81.3% screen-to-body ratio)","Dual: 12 MP (f/1.9, 1.4µm, dual-pixel PDAF, gyro-EIS) + 5 MP (f/2.0, 1.12µm), dual pixel phase detection autofocus, LED flash","20 MP (f/2.0, 2.0µm), 1080p", 128 GB, 6 GB,Pin: Non-removable Li-Po 3120 mAh battery,5.690.000 Đ
Xiaomi Redmi 5 Plus Chính hãng DGW 64GB Ram 4GB," 5.99 inches, 92.6 cm2",12 MP,5.0 MP, 64 GB, 4 GB,Pin: Li-Ion 4000 mAh,4.390.000 Đ
Xiaomi Redmi 5 Plus 64GB Ram 4GB," 5.99 inches, 92.6 cm2",12 MP,5.0 MP, 64 GB, 4 GB,Pin: Li-Ion 4000 mAh,3.390.000 Đ
Xiaomi Redmi 5 Plus 32GB Ram 3GB," 5.99 inches, 92.6 cm2",12 MP,5.0 MP, 32 GB, 3 GB,Pin: Li-Ion 4000 mAh,2.790.000 Đ
Nokia 3.1 Plus Chính Hãng," 6 inches, HD+",Dual 13 MP + 5MP,8 MP, 32 GB, 3 GB,Pin: 3500 mAh,2.990.000 Đ
Xiaomi Mi 8 Youth Edition 128 GB Ram 6 GB," 6.26 inches, IPS LCD 1080 x 2280 pixels",Dual 12 MP + 5 MP,"24 MP, 0.9µm", 128 GB, 6 GB,Pin: Non-removable Li-Po 3350 mAh battery,4.190.000 Đ
Xiaomi Mi 8 Youth Edition 64 GB Ram 6 GB," 6.26 inches, IPS LCD 1080 x 2280 pixels",Dual 12 MP + 5 MP,"24 MP, 0.9µm", 64 GB, 6 GB,Pin: Non-removable Li-Po 3350 mAh battery,3.990.000 Đ
Xiaomi Mi 8 Pro 128 GB Ram 8 GB," 6,21 inches , 1080 x 2248 pixels","12 MP, f/1.8, 1/2.55"", 1.4µm, 4-axis OIS, dual pixel PDAF 12 MP, f/2.4, 1/3.4"", 1.0µm, AF, 2x optical zoom","20 MP, f/2.0, 0.9µm", 128 GB, 8 GB,Pin: Non-removable Li-Po 3000 mAh battery,7.290.000 Đ
OPPO A7 chính hãng," 6.2 inches, 95.9 cm2 (~81.6% screen-to-body ratio)",Dual 13MP + 2 MP,"16 MP, f/2.0", 64 GB, 4 GB,Pin: Li-Ion 4230 mAh,2.990.000 Đ
Anoka B800," LCD, 2.4"", QVGA",Có,Không, 8 MB, 16 MB,Pin: 5000 mAh,590.000 Đ
Itel It2580," 1.77"" , 128 x 160 pixels",Có,Không, , 4 MB,Pin: 1000 mAh,390.000 Đ
Samsung Galaxy J8 Chính Hãng," 6.0 inches, 91.4 cm2","Dual: 16 MP, f/1.7, AF 5 MP, f/1.9, depth sensor","16 MP, f/1.9", 32/64 GB, 3 GB,Pin: Li-Ion 3500 mAh,4.190.000 Đ
Meizu E3 Ram 6GB / 64GB," LTPS IPS LCD , 5.99 inches",Dual 12 MP + 20 MP,8 MP, 64 GB, 6 GB,Pin: Non-removable Li-Ion 3360 mAh battery,4.690.000 Đ
Sharp Aquos Pad Sh-05G," 7 inches, IZGO, Full HD 1200 x 1920 Pixel, 323ppi","8M CMOS Blackside illumination, f/1.9",2.1M CMOS Blackside illumination, 32 GB, 2 GB,"Pin: 3900mAh, Li-Polymer (không thể tháo rời)",2.190.000 Đ
Xiaomi Redmi S2 Ram 4GB / 64GB - Hàng Chính Hãng," 5.99 inches, 92.6 cm2",Dual 12 MP + 5 MP,16 MP, 64 GB, 4 GB,Pin: Li-Po 3080 mAh,3.990.000 Đ
Xiaomi Redmi S2 Ram 3GB / 32GB - Hàng Chính Hãng," 5.99 inches, 92.6 cm2",Dual 12 MP + 5 MP,16 MP, 32 GB, 3 GB,Pin: Li-Po 3080 mAh,3.290.000 Đ
"Meizu M5C Ram 2G, Pin 3000mah"," 5.0 inches, 68.9 cm2 (~67.9% screen-to-body ratio)",8.0 MP,5.0 MP, 16 GB, 2 GB,Pin: Li-Ion 3000 mAh,1.590.000 Đ
Xiaomi Mi Max 3 Chính Hãng DGW," IPS LCD , 6.9 inches",Dual 12 MP + 5 MP,8.0 MP, 64 GB, 4 GB,Pin: Non-removable Li-Ion 5500 mAh battery,5.890.000 Đ
Vsmart Joy 2+ Chính hãng 32Gb Ram 2Gb," IPS LCD, 6.2"" , HD+",Dual 13 MP + 5MP,8 MP, 32 GB, 2 GB,Pin: 4500mAh,1.990.000 Đ
Vsmart Joy 2+ Chính hãng 32Gb Ram 3Gb," IPS LCD, 6.2"" , HD+",Dual 13 MP + 5MP,8 MP, 32 GB, 3 GB,Pin: 4500mAh,2.390.000 Đ
"Meizu M6 chính hãng Vân tay, ram 2G, Camera 13mpx", IPS LCD 5.2 inch HD,13 MP,8 MP, 16 GB, 2 GB,Pin: Non-removable Li-Ion 3070 mAh battery,1.990.000 Đ
Meizu S 2018 Ram 3G/32G," IPS LCD, 5.7"", HD+",16 MP,8 MP, 32 GB, 3 GB,Pin: Non-removable Li-Ion 3000 mAh battery,2.990.000 Đ
"""Meizu S 2018 Ram 3G, 32G FullBox 99%"," IPS LCD, 5.7"", HD+",16 MP,8 MP, 32 GB, 3 GB,Pin: Non-removable Li-Ion 3000 mAh battery,2.690.000 Đ
Meizu Pro 7 Plus 64Gb Ram 6Gb, 5.7 inches Super AMOLED độ phân giải 2K,"Dual: 12 MP (f/2.0, 1/2.9, 1.25 µm)","16 MP, f/2.0", 64 GB, 6 GB,Pin: Non-removable Li-Ion 3500 mAh battery,Liên hệ
Asus Zenfone Live L1 16Gb Ram 2Gb Chính hãng," 5.5 IPS LED Backlight, ≥ 400 nits, 2D Cover Glass","13 MP, f/2.0, PDAF","5 MP, f/2.4", 16 GB, 2 GB,Pin: 3000 mAh,2.490.000 Đ
Samsung Galaxy Note 9 128Gb Hàn Quốc," Super AMOLED, 6.4 inches","Dual : 12 MP, f/1.5-2.4, 26mm, 1/2.55"", 1.4µm, dual pixel PDAF, OIS 12 MP, f/2.4, 52mm, 1/3.6"", 1µm, AF, OIS, 2x optical zoom","8 MP, f/1.7, 25mm, 1/3.6"", 1.22µm, AF", 128/512 GB, 6 GB,Pin: Li-Ion 4000mAh,12.090.000 Đ
Google Pixel 2 Ram 4GB / 64GB," 5.0 inches, Amoled qHD",12.2 MP,8.0 MP, 64 GB, 4 GB,Pin: Non-removable Li-Ion 2700 mAh battery,7.990.000 Đ
Sony X Performance Likenew," IPS LCD , 5.0 inches qHD",23 MP,13 MP, 32 GB, 3 GB,Pin: Non-removable Li-Ion 2700 mAh battery,1.990.000 Đ
Asus Zenfone Max Pro (M2)," 6.26 inches, 1080 x 2280pixels, IPS LCD",12M + 5MP,13 MP, 32 GB, 3 GB,Pin: 5000 mAh,3.590.000 Đ
Asus Zenfone Max (M2)," 6.26 inches, 720 x 1520 pixels IPS LCD",13MP + 2MP,"8 MP, f/2.0", 32 GB, 4 GB,Pin: 4000 mAh,4.490.000 Đ
OPPO A3S 32GB chính hãng," IPS LCD, 6.2"", HD+",Dual 13MP + 2 MP,8.0 MP, 32 GB, 3 GB,Pin: Li-Ion 4230 mAh,2.990.000 Đ
Samsung Galaxy A30 3Gb/32Gb Chính Hãng," 6.4 inches, 100.5 cm2","Dual: 16 MP, f/1.7, PDAF 5 MP, f/2.2, 12mm, (ultrawide)","16 MP, f/2.0", 32 GB, 3 GB,Pin: Fast battery charging 15W,3.690.000 Đ
Asus Zenfone Max Pro M1 64Gb Ram 6Gb Chính Hãng," 5.99 inches, 92.1 cm2 (~76.2% screen-to-body ratio)","Dual: 13 MP (f/2.2, 25mm, 1.12µm, PDAF) + 5 MP (f/2.4, 1.12µm), LED flash","8 MP (f/2.2, 26mm, 1.0µm), LED flash", 64 GB, 6GB,Pin: Li-Po 5000 mAh,6.490.000 Đ
OPPO A3S 16GB chính hãng," IPS LCD, 6.2"", HD+",Dual 13MP + 2 MP,8.0 MP, 16 GB, 2 GB,Pin: Li-Ion 4230 mAh,2.690.000 Đ
Xiaomi Black Shark 2 Pro 128GB Ram 12GB," 6,39 inches AMOLED",Dual 48 MP + 12 MP,20 MP, 128 GB, 12 GB,Pin: Non-removable Li-Po 4000 mAh battery,10.990.000 Đ
Xiaomi Mi 8 Chính Hãng DGW Ram 6GB / 128GB," 6.21 inches, 97.1 cm2 (~83.8% screen-to-body ratio)","Dual: 12 MP (f/1.8, 1/2.55"", 1.4µm, 4-axis OIS, dual-pixel PDAF) + 12 MP (f/2.4, 1/3.4"", 1.0µm), 2x optical zoom, dual pixel phase detection autofocus, dual-LED flash","20 MP (f/2.0, 1.8µm), 1080p", 128 GB, 6 GB,Pin: Non-removable Li-Po 3400 mAh battery,7.390.000 Đ
Vsmart Live Chính hãng," AMOLED, 6.2"", Full HD+","Chính 48 MP & Phụ 8 MP, 5 MP",20 MP, 64 GB, 4 GB,Pin: 4000 mAh,3.490.000 Đ
OPPO F9 chính hãng 64GB," LTPS LCD 6.3"" Full HD+",Dual 16 MP + 2 MP,25 MP, 64 GB, 4 GB,Pin: Li-Ion 3500 mAh,4.490.000 Đ
"Google Pixel XL 128GB, Ram 4GB", ,12.3 MP,8.0 MP, 128 GB, 4 GB,Pin: Li-Ion 3450 mAh,5.490.000 Đ
Xiaomi Redmi K20 Pro 256GB Ram 8GB," 6,39 inches","Tripple : 48 mp , 13 mp , 8 mp","Motorized pop-up 20 MP, f/2.0, 0.9µm", 256 GB, 8 GB,Pin: Li-Po 4000 mAh,8.390.000 Đ
OPPO R17 Pro chính hãng," AMOLED, 6.4"", Full HD+","20 MP, 12 MP và TOF 3D (3 camera)",25 MP, 128 GB, 8 GB,Pin: 3700 mAh,16.990.000 Đ
Xiaomi Mi A2 Lite Chính Hãng DGW Ram 4GB / 64GB," 5.84 inches, 85.1 cm2","Dual: 12 MP (f/2.2, 1.25 μm) + 5 MP (f/2.2, 1.12 μm)",8 MP, 64 GB, 4 GB,Pin: Li-Po 4000 mAh battery,3.790.000 Đ
Xiaomi Mi A2 Lite Chính Hãng DGW Ram 4GB / 32GB," 5.84 inches, 85.1 cm2","Dual: 12 MP (f/2.2, 1.25 μm) + 5 MP (f/2.2, 1.12 μm)",8 MP, 32 GB, 4 GB,Pin: Li-Po 4000 mAh battery,3.390.000 Đ
Xiaomi Mi A2 Chính Hãng Ram 4GB / 64GB," LTPS IPS LCD , 5.99 inches",Dual 12 MP + 20 MP,20 MP, 32 GB, 4 GB,Pin: Non-removable Li-Ion 3010 mAh battery,5.990.000 Đ
Xiaomi Mi 9T Pro 128GB Ram 8GB," 6,39 inches","Tripple : 48 mp , 13 mp , 8 mp","Motorized pop-up 20 MP, f/2.0, 0.9µm", 128 GB, 8 GB,Pin: Li-Po 4000 mAh,9.290.000 Đ
Xiaomi Mi 9T Pro 128GB Ram 6GB," 6,39 inches","Tripple : 48 mp , 13 mp , 8 mp","Motorized pop-up 20 MP, f/2.0, 0.9µm", 128 GB, 6 GB,Pin: Li-Po 4000 mAh,9.090.000 Đ
Xiaomi Mi 9T Pro 64GB Ram 6GB," 6,39 inches","Tripple : 48 mp , 13 mp , 8 mp","Motorized pop-up 20 MP, f/2.0, 0.9µm", 64 GB, 6 GB,Pin: Li-Po 4000 mAh,8.990.000 Đ
Vivo Y12 Chính Hãng 3GB/64GB," IPS LCD, 6.35"", HD+","Chính 13 MP & Phụ 8 MP, 2 MP",8 MP, 64 GB, 3 GB,Pin: 5000 mAh,3.290.000 Đ
Xiaomi Mi A2 Lite Chính Hãng DGW Ram 3GB / 32GB," 5.84 inches, 85.1 cm2","Dual: 12 MP (f/2.2, 1.25 μm) + 5 MP (f/2.2, 1.12 μm)",8 MP, 32 GB, 3 GB,Pin: Li-Po 4000 mAh battery,2.990.000 Đ
Xiaomi Redmi 6A 16GB Ram 2GB," IPS LCD , 5,45"" HD",13 MP,5 MP, 16 GB, 2 GB,Pin: Li-Ion 3000 mAh,1.690.000 Đ
Xiaomi Mi A2 Chính Hãng Ram 4GB / 32GB," LTPS IPS LCD , 5.99 inches",Dual 12 MP + 20 MP,20 MP, 32 GB, 4 GB,Pin: Non-removable Li-Ion 3010 mAh battery,5.290.000 Đ
Xiaomi Black Shark Helo 256Gb Ram 10Gb," 6.01 inches , AMOLED capacitive touchscreen, 16M colors",Dual 12 MP + 20 MP,20 MP, 256 GB, 10GB,Pin: Non-removable Li-Ion 4000 mAh battery,7.990.000 Đ
Xiaomi Mi 9T Chính Hãng DGW 128GB Ram 6GB," 6,39 inches","Tripple : 48 mp , 13 mp , 8 mp","Motorized pop-up 20 MP, f/2.0, 0.9µm", 128 GB, 6GB,Pin: Li-Po 4000 mAh,8.290.000 Đ
Xiaomi Mi Max 3 Ram 6GB / 128GB," IPS LCD , 6.9 inches",Dual 12 MP + 5 MP,8.0 MP, 128 GB, 6GB,Pin: Non-removable Li-Ion 5500 mAh battery,4.390.000 Đ
Samsung Galaxy S10 5G 8Gb/256Gb cũ Hàn Quốc," 6.7 inches, 112.0 cm2 (~89.4% screen-to-body ratio)","Quad: 12 MP, f/1.5-2.4, 26mm (wide), 1/2.55"", 1.4µm, Dual Pixel PDAF, OIS 12 MP, f/2.4, 52mm (telephoto), 1/3.6"", 1.0µm, AF, OIS, 2x optical zoom 16 MP, f/2.2, 12mm (ultrawide)","10 MP, f/1.9, Dual Pixel PDAF", 256 GB, 8 GB,Pin: Fast battery charging 25W (USB Power Delivery 3.0) Fast wireless charging 15W,8.390.000 Đ
Asus ROG Phone," 6.0 inches, 1080 x 2160 pixels, AMOLED capacitive touchscreen, 16M colors",12MP + 8MP,8MP, 128 GB, 8 GB,Pin: Li-Ion 4000 mAh,1.000.000 Đ
